Attempt Regex,DeepSeek Output
a*|[b]*[a]{2},"positive example: ["""", ""a"", ""aa"", ""aaa"", ""bbaa"", ""baa"", ""aab"", ""bba""], negative example: [""b"", ""bb"", ""bab"", ""ab"", ""ba"", ""aba"", ""baba""]"
(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example: [""010"", ""10101"", ""111"", ""000"", ""01010"", ""1010101"", ""1"", ""0""],  
negative example: [""011"", ""1001"", ""1100"", ""0011"", ""10110"", ""0101"", ""1011"", ""001""]"
0|1(0|1)*1|0(0|1)*1,"positive example: [0, 1, 101, 0101, 1101, 00101], negative example: [00, 11, 010, 100, 1110, 0001]"
(0*1)*,"positive example: [ε, 0, 1, 01, 001, 0001, 101, 00101], negative example: [2, 10, 011, 100, 0002, 1110, 0102]"
(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*,"positive example: [abab, baab, abba, baba, aabb, abaa, bbaa, ababab, babaab, aabbaa],  
negative example: [a, b, aaab, bbba, abbb, baaa, ababbb, baaab, ababaa, bbbaa]"
((ab)|(ba))*,"positive example: [ab, ba, abab, baba, abba, baab, ababab, bababa, ababba, baabab],  
negative example: [a, b, aa, bb, aba, bab, aab, bba, aabb, bbaa]"
(ab?)*,"positive example: ["""", ""a"", ""ab"", ""aab"", ""abaab"", ""abab""],  
negative example: [""b"", ""ba"", ""abb"", ""bab"", ""aaba"", ""baba""]"
(a*(bb*)*a*),"positive example: [""a"", ""aa"", ""bb"", ""abba"", ""aabbaa"", ""bba"", ""abab"", ""aabbba""], negative example: [""b"", ""ba"", ""aba"", ""bab"", ""ababab"", ""baba"", ""ab"", ""baa""]"
(a)*b*(bb)*b*(a)*,"positive example: [ab, bbb, aabbaa, bbaa, aabbb], negative example: [aab, aba, baba, aaab, bbba]"
(ab+b)*(ba+a)*,"positive example: [abba, ababba, abab, baba, aabbaa], negative example: [abb, aab, bba, aaabbb, baaab]"
a*|b*aa+,"positive example:["""", ""a"", ""aa"", ""b"", ""baa"", ""bbaa"", ""aaa"", ""baaa""], negative example:[""ab"", ""aba"", ""aab"", ""ba"", ""bba"", ""aaba""]"
(a|b|bab),"positive example: [a, b, bab], negative example: [ab, ba, bb, aa, baba, abab]"
(b|aa)a*,"positive example: [ba, aaa, baaa, aa, baaaa], negative example: [ab, b, a, bb, aab]"
(0*1|(11)*|(101)*|111),"positive example: [""0"", ""1"", ""11"", ""101"", ""111"", ""0001"", ""1111"", ""10101"", ""00001"", ""11111""],  
negative example: [""01"", ""10"", ""100"", ""110"", ""1001"", ""1101"", ""1011"", ""0010"", ""0111"", ""1010""]"
((1+0*1+)*(0+1*0+)*)*,"positive example: [""101"", ""1001"", ""1010"", ""11001"", ""101010""], negative example: [""0"", ""1"", ""00"", ""11"", ""010""]"
"a*b*aa{2,}","positive example: [aaa, bbaaaa, aabbaaa, aaaa, bbbaaaa], negative example: [a, b, ab, ba, aab, bba, aaab, bbaa]"
a|a*(baaa)a*,"positive example: [a, aa, baaa, abaaa, aabaaa, aaaaabaaa], negative example: [b, ab, aba, aab, aaab, aaba]"
(a|b)(a)(a)*,"positive example: [aaa, baa, aaa, baaa, aaaaa], negative example: [a, b, ab, ba, bb, aba, abb, bba, bbb]"
"a|b(ba{2,})*","positive example: [a, bbaa, bbaabbaa, bbaaaa], negative example: [ab, bba, bbaabba, baaa]"
(aa*|a*b*),"positive example: [a, aa, aaa, ab, aab, abb, aabb], negative example: [b, ba, baa, bb, bbb, aba, baba]"
((0*11*00*)*)|((1*00*11*)*),"positive example: [""1100"", ""0011"", ""11001100"", ""00110011"", ""11000011""], negative example: [""1010"", ""0101"", ""1101"", ""0010"", ""110010""]"
(b|a)*a,"positive example: [a, aa, ba, aba, bba], negative example: [b, bb, ab, bab, bbb]"
a*(b+)(bb)*,"positive example: [ab, abb, aab, aabb, bbb, aaabbb],  
negative example: [ba, baba, aaa, b, abab, bbaa]"
(a|bab)*(b|aba)*,"positive example: [a, bab, b, aba, abab, bababa, aababa, babaab, aabababa], negative example: [ab, ba, aab, bba, abba, baba, aaab, bbba, ababab]"
b*(aa)*,"positive example: [b, aa, bbaa, bbb, aaaa, bbaaaa], negative example: [a, ab, ba, aba, aab, baba]"
a(a|b)(a|b)a(a|b)*,"positive example: [aaaa, abba, abaa, aaba, aaaaab, abbbba, ababab], negative example: [aaa, aba, abb, aab, a, b, aaab]"
(1+(11)*)+0*,"positive example: [10, 110, 11110, 1111110, 11111111110], negative example: [0, 00, 000, 111, 1111, 11111]"
ba*aaa+,"positive example: [baaaa, baaaaa, baaaaaa], negative example: [baa, baaab, baaaaab]"
(b)*a*(b|bb*)a*(b)*,"positive example: [ ""a"", ""b"", ""bb"", ""aba"", ""aab"", ""bab"", ""bba"", ""abba"", ""baab"", ""bbaa"" ], negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""bca"", ""abcb"", ""bbac"", ""aabc"", ""bbcc"" ]"
0*1+1+,"positive example: [011, 00111, 0001111], negative example: [1, 01, 0001]"
(a*b+)*,"positive example: [ab, aab, aaab, abb, aabbb, aabbaab], negative example: [ba, baa, baaa, a, b, aba]"
0+1+,"positive example: [01, 0011, 000111], negative example: [1, 0, 1100]"
(10*)*(10*)*,"positive example: [10, 1010, 100100, 1000, 1], negative example: [0, 01, 001, 110, 10101]"
(a+b)*(b)(a+b)*b,"positive example: [abb, babb, abab, babab, aabbb], negative example: [a, aa, aba, baa, abba]"
(0*1(0*10*110*)+)|0*|(0*1(0*10*110*)+)?,"positive example: [""0"", ""1"", ""01"", ""001"", ""010110"", ""0010110"", ""00010110"", ""010110010110""],  
negative example: [""10"", ""110"", ""011"", ""10110"", ""00110"", ""01011"", ""0101110"", ""0101101""]"
(a)*(bb)*b*(a)*,"positive example: [""a"", ""bb"", ""aa"", ""bbbb"", ""aabba"", ""bbbaaa"", ""abba"", ""bbba"", ""aaaaa"", ""bbb""],  
negative example: [""ab"", ""ba"", ""baba"", ""abab"", ""aabab"", ""bbab"", ""aabbab"", ""bab"", ""abbaa"", ""bbaab""]"
((b)*(a)+(a)+)*,"positive example: [baa, baaa, bbaaaa, aaa, aa], negative example: [b, ab, ba, baba, abab]"
0*1(0|11*)*,"positive example:[""01"", ""001"", ""011"", ""0011"", ""0111"", ""00111"", ""01111""], negative example:[""0"", ""1"", ""10"", ""110"", ""101"", ""1110"", ""1001""]"
((0*01+0)|(1*10+1))*,"positive example: [""01"", ""10"", ""0010"", ""1101"", ""000110"", ""111011""], negative example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0001"", ""1110""]"
0*1+0*,"positive example: [""010"", ""10"", ""001100"", ""1110"", ""0001000""], negative example: [""00"", ""11"", ""000"", ""111"", ""000111""]"
0|1*,"positive example: [""0"", ""1"", ""11"", ""111"", """"], negative example: [""01"", ""10"", ""001"", ""110"", ""0001""]"
(0)*(1)*(0)*,"positive example: [0, 1, 00, 11, 010, 00110, 000111000],  
negative example: [01, 10, 0110, 101, 00101, 1100, 01010]"
a*ba*,"positive example: [ba, aba, aabaa, b, aabbaa], negative example: [ab, aa, baa, aab, aababaa]"
(ab(ab)*|ba(ab)*)((a|b)(a|b))*,"positive example: [ababaa, baaa, abababab, babaab, ababba], negative example: [a, b, aba, bab, abba]"
1*0*(0+1+)*,"positive example: [""0"", ""1"", ""10"", ""1100"", ""111000"", ""0011"", ""000111"", ""111000111""],  
negative example: [""2"", ""01a"", ""1012"", ""11001b"", ""111000c"", ""0011d"", ""000111e"", ""111000111f""]"
(b*(aa+))*,"positive example: [baa, bbaa, bbbaa, aaaa, bbaabbaa], negative example: [b, aa, bba, aab, bbaab]"
(a|b)*bba(a|b)*,"positive example: [abbba, bbba, abbaa, bbabba], negative example: [aba, aab, baa, bbab]"
a*|(a+b*)*,"positive example: [a, aa, aaa, b, bb, bbb, ab, aab, abb, aabb], negative example: [c, ac, bc, abc, aac, bbc, aabc, abbc]"
(b*|ab+)*aa(a+b)*|b*,"positive example: [baa, abaa, bbaa, aab, aabb, bbaab], negative example: [a, b, ab, ba, aba, baba]"
a*b*(baa)+a*b*,"positive example: [ ""aabbaabbaa"", ""bbbaaab"", ""baabaa"", ""aaabbaa"", ""bbaabbaa"" ], negative example: [ ""abab"", ""baabab"", ""aaba"", ""bbaab"", ""abbaa"" ]"
a|b(a|b)*(aaa)*,"positive example: [a, b, baa, baaa, aaa, baaaaaa, bbaaa], negative example: [ab, aba, aab, baab, bba, bbaaab, aaaa]"
0*1*(11)*0*,"positive example: [0, 1, 00, 11, 001, 110, 0001, 1111, 00110, 00001111],  
negative example: [01, 10, 0110, 101, 00101, 11011, 0001110, 11101]"
0*0*|10*,"positive example: [0, 00, 000, 10, 100, 1000], negative example: [1, 01, 110, 101, 11]"
b*aa*b*,"positive example: [aa, baa, aab, baaab, aabb], negative example: [a, b, aba, baba, abab]"
(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*,"positive example: [abba, ababba, abbaab, abbaabba, ababbaab, baabba, abbaabab, ababbaabba],  
negative example: [a, b, aba, bab, ababab, baba, aab, bba, abab, baabab]"
a|ba|baaaa*,"positive example: [a, ba, baaaa, baaaaa, baa], negative example: [ab, b, aa, baaaab, bb]"
(a|b)*b+(a|b)*,"positive example: [abba, bba, bbab, abbb, babab], negative example: [a, aa, aba, b, baa]"
"(b|a{2,})*","positive example: [ ""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""aab"", ""baaa"", ""aabaa"", ""bb"", ""aabbaa"" ]  
negative example: [ ""abab"", ""aba"", ""baab"", ""aaba"", ""bab"", ""abba"", ""baba"", ""ab"", ""ba"", ""aabab"" ]"
(0*1*)*0+|(1*0*)*1+,"positive example: [0, 1, 01, 10, 0011, 1100, 0001, 1110, 001100, 110011],  
negative example: [2, 3, 012, 102, 0012, 1102, 00112, 11002]"
((a*ba*ba*)*ba*)*,"positive example: [abab, ababab, abababab, b, bab, babab], negative example: [a, aa, aba, abba, abbba, ababba]"
(a|b)*abb(a|b)*b,"positive example: [aabbabb, babbabb, abababbb, aaabbbab, abbbabbb], negative example: [abba, baba, aabba, bbbaa, abab]"
0*(01+0)*(10+1)*(01+0)*0*,"positive example: [""0"", ""010"", ""01010"", ""00100"", ""010010"", ""0010100""],  
negative example: [""1"", ""11"", ""101"", ""110"", ""0110"", ""10101""]"
((a|b)(a|b))*aaa,"positive example: [aaa, bbaaa, abaaaa, baaaaa], negative example: [a, b, aa, ab, ba, bb, aab, abb, bba, bbb]"
b*(aa)*bb*,"positive example: [bb, aabb, bbaa, bbb, aaaaabbb], negative example: [ab, bbaab, aab, baba, aabba]"
a*(b(bb)*)*a*,"positive example: [""a"", ""aa"", ""b"", ""bbb"", ""ab"", ""aab"", ""abba"", ""aaabbb"", ""abbba"", ""aaaa""],  
negative example: [""aba"", ""baa"", ""abab"", ""bbba"", ""aaba"", ""ba"", ""abbab"", ""ababba"", ""bbab"", ""aabba""]"
(0*1*0+)*,"positive example: [""010"", ""001100"", ""000111000"", ""0101010"", ""0""],  
negative example: [""1"", ""101"", ""011"", ""1100"", ""0011""]"
(01)*|(10)*,"positive example: [01, 10, 0101, 1010, """", 010101, 101010], negative example: [0, 1, 0110, 1001, 0011, 1100, 010]"
(1+0*(10+)*1+)*,"positive example: [1101, 10101, 110101, 1101101], negative example: [0, 1, 10, 100, 1010, 1100]"
(001|10101)|110,"positive example: [001, 10101, 110], negative example: [000, 1001, 1110]"
(0*1)+(0*1)+,"positive example: [01, 0101, 001001], negative example: [0, 1, 0010]"
(ab+ba)*(a+b)+(a+b?),"positive example: [ab, ba, a, b, aba, bab, abab, baba, aa, bb, abba, baab, abaa, babb],  
negative example: [abbab, bbaa, abbba, baaa, ababab, bbb, aab, bba, ababba, baaba]"
((ab)|(ba))*((a|b)(a|b)),"positive example: [abaa, baaa, abab, baba, abbb, babb, aaba, bbba], negative example: [a, b, aa, bb, aba, bab, aab, bba]"
(0+1)*(1+1)*(0+1)*,"positive example: [0110, 111, 0011, 10101, 00000], negative example: [2, 01a, 1102, 012, 111a]"
1*0*,"positive example: [""0"", ""1"", ""10"", ""1100"", ""111000""], negative example: [""01"", ""1001"", ""1010"", ""0011"", ""11001""]"
a*b(a|ba*b)*,"positive example: [""ba"", ""ab"", ""aab"", ""abab"", ""aabab"", ""baab"", ""aabba""], negative example: [""b"", ""aa"", ""aaa"", ""bb"", ""aba"", ""aaba"", ""bab""]"
001|10101|110,"positive example:[001,10101,110],negative example:[0001,1011,1110]"
(a)*(bb+bb)*(a+b)*,"positive example: [a, bb, aabba, bbaa, bbbba, aabbba], negative example: [b, ab, bba, aab, baba, abab]"
(aa|bb)*,"positive example: [aa, bb, aaaa, bbbb, aabb, bbaa, aabbaa, bbaabb], negative example: [a, b, ab, ba, aab, bba, aba, bab]"
((a)*b*b(bb)*b*(a)*)|((a)*b*(bb)*b*(a)*),"positive example: [ab, aab, abb, aabb, bbb, abbb, aabbb, bbba, abbba, aabbba], negative example: [a, b, aa, bb, aaa, bbb, abab, baba, aaab, bbbaab]"
(0*1(0*10*110*)*)|0*,"positive example: [""0"", ""1"", ""01"", ""001"", ""010"", ""0110"", ""010110"", ""0001"", ""00010"", ""000110"", ""00010110""],  
negative example: ["""", ""00"", ""11"", ""10"", ""100"", ""110"", ""101"", ""111"", ""0011"", ""0101"", ""0111"", ""00011""]"
(0*|(1(11))*),"positive example: ["""", ""0"", ""00"", ""1"", ""111"", ""111111"", ""0111"", ""0001""], negative example: [""01"", ""10"", ""011"", ""110"", ""101"", ""1110"", ""01111""]"
0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example: [""01010101010101010101010101010101"", ""000000111111000000111111000000111111"", ""10101010101010101010101010101010"", ""00000000000000000000000000000000"", ""11111111111111111111111111111111""],  
negative example: [""010101010101010101010101010101010"", ""101010101010101010101010101010101"", ""000000000000000000000000000000000"", ""111111111111111111111111111111110"", ""0101010101010101010101010101010101""]"
0*1(0*1)*0*,"positive example: [""01"", ""010"", ""01010"", ""00100"", ""0001000""],  
negative example: [""0"", ""1"", ""10"", ""100"", ""0000""]"
(b+(bb*)),"positive example: [b, bb, bbb, bbbb], negative example: [a, ab, ba, bbaa]"
0*|1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*,"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""1001"", ""001100"", ""1100110011"", ""0011001100""],  
negative example: [""01"", ""10"", ""010"", ""101"", ""0110"", ""10011"", ""001101"", ""110010""]"
0|(0*1)*,"positive example: [0, 01, 001, 0001, 101, 0101, 000011], negative example: [1, 10, 11, 100, 110, 111, 00010]"
(b*|a*ab*|aa*b*)(b*|aa*b*|a*ab*)(b*|aa*b*|a*ab*),"positive example: [""bbb"", ""aab"", ""aaab"", ""abbb"", ""aabbb"", ""aaabbb""],  
negative example: [""a"", ""ba"", ""aba"", ""baa"", ""abab"", ""baab""]"
a*|b*(aa),"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""aaa"", ""aabaa""],  
negative example: [""ab"", ""ba"", ""aba"", ""aab"", ""bba"", ""aabba""]"
1(11*),"positive example: [1, 11, 111, 1111], negative example: [1111111, 111111111, 1111111111]"
(01)*(01)*,"positive example: [0101, 01, 010101, 01010101], negative example: [0, 1, 0011, 1010]"
a*(b+aa)*a*,"positive example: [""a"", ""b"", ""aa"", ""ab"", ""aaa"", ""aab"", ""baa"", ""aabaa"", ""aaaa""],  
negative example: [""bb"", ""aba"", ""aaba"", ""ba"", ""aabba"", ""abab"", ""aaab"", ""baaa""]"
a*b(a*bb*)*,"positive example: [ab, aab, aabb, aaabb, aabbb, aabbbb], negative example: [b, bb, bbb, a, aa, aaa]"
(a*|b*)(aa)+,"positive example: [aaa, aaaaa, bbaa, aaa, aabbaa], negative example: [a, b, ab, ba, aab, bba]"
(0*|1(11)*)(0+|1(11)*),"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""011"", ""100"", ""101"", ""111"", ""0000"", ""0001"", ""0010"", ""0011"", ""0100"", ""0101"", ""0111"", ""1000"", ""1001"", ""1011"", ""1111""],  
negative example: [""2"", ""012"", ""112"", ""0012"", ""0112"", ""1012"", ""1112"", ""00012"", ""00112"", ""01012"", ""01112"", ""10012"", ""10112"", ""11112""]"
a(a+b)*a,"positive example: [aa, aba, aabaa, abba, aaaaa], negative example: [a, b, ab, ba, abab]"
(a*|b*)(aa)*,"positive example: [aa, aaaa, b, baa, aabaa], negative example: [ab, ba, aba, aab, bba]"
(ab)*(ab)*aaa(a)*,"positive example: [ababaaa, abaaa, aaa, abababaaa, ababababaaa], negative example: [ab, a, aba, abab, ababab]"
b+a(a+b)((b+a)(b+a))*,"positive example: [baab, baaab, bbaaab, bbaaaab, bbaaabab], negative example: [ba, baa, bba, bbaa, bbaaa]"
(0*(1?)*0(1?))*,"positive example: [""0"", ""010"", ""00100"", ""01010"", ""000""], negative example: [""1"", ""11"", ""101"", ""110"", ""111""]"
(a*ba*ba*ba*)+|a*ba*,"positive example: [ababab, aabaaabaa, bbb, abababab, aabbaa], negative example: [aa, b, aba, aabaa, abab]"
0*(01)*0*,"positive example: [""0"", ""00"", ""010"", ""00100"", ""01010""], negative example: [""1"", ""011"", ""0011"", ""0101"", ""00011""]"
(0+1+0+)*|(1+0+1*0+1+)*|1*,"positive example: [""0"", ""1"", ""010"", ""10101"", ""111"", ""000"", ""0101010"", ""1010101"", ""111111"", ""000000"", ""010101010"", ""10101010101""],  
negative example: [""2"", ""012"", ""1012"", ""0102"", ""10102"", ""0012"", ""1102"", ""1010102"", ""01010102"", ""10101010102"", ""11112"", ""00002""]"
1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*,"positive example: [""1"", ""11"", ""111"", ""110011"", ""001100"", ""1100110011"", ""0011001100"", ""111000111"", ""000111000"", ""111000111000111""],  
negative example: [""0"", ""00"", ""000"", ""010"", ""101"", ""1100"", ""0011"", ""1100110"", ""0011001"", ""11001100110""]"
(bb|aa||ab|ba)*,"positive example: [bb, aa, ab, ba, bbaa, aabb, abab, baba, bbaabb, aabbaa],  
negative example: [a, b, aba, bab, bbb, aaa, abba, baab, abbb, baaa]"
((b*bb*)|a)?,"positive example: ["""", ""a"", ""b"", ""bb"", ""bbb"", ""ab"", ""ba"", ""bba""], negative example: [""aa"", ""aba"", ""bab"", ""bbba"", ""baba""]"
[ab]*[b]?([a]{2}[a]*),"positive example: [aaa, bbaaa, abbaa, aaaaa, bbbaa], negative example: [bb, aab, bba, a, b]"
(a+b)*aa(a+b)*,"positive example: [aaa, aaba, baa, baaa, aabaa], negative example: [a, b, ab, ba, baba]"
bab*,"positive example:[ba, baa, baaa], negative example:[bb, ab, aaa]"
(ab|ba?)*(aa|ab|bb|ba),"positive example: [abba, baa, ababaa, bba, abaab], negative example: [abab, baba, aab, bbb, aaa]"
(1)*,"positive example: [""1"", ""11"", ""111""], negative example: ["""", ""0"", ""01"", ""10"", ""1110""]"
(ba)*(ab+ba)*(ba)*,"positive example: [ba, ab, baba, abba, bababa, baabba], negative example: [a, b, aba, baa, abb, bbaa]"
(ba+ab)*,"positive example: [ba, ab, baab, abba, babaabab], negative example: [b, a, baa, abb, babaa]"
(a*b(a*bb)*a*|a*(a*bb)*a*b|a*b(a*b)*a*b),"positive example: [""ab"", ""aab"", ""aabb"", ""aaabbb"", ""abab"", ""abbb"", ""aabab"", ""aabbb"", ""ababab""],  
negative example: [""a"", ""b"", ""ba"", ""aba"", ""baa"", ""bba"", ""aaba"", ""bab"", ""aaab""]"
(a|b)|(a|b)aaaa*,"positive example: [a, b, aaaaa, baaaaa], negative example: [aa, bb, aaaa, bbbb]"
(a)*(ab+b)*(ba+a)*,"positive example: [a, ab, ba, aab, aba, baa, aaba, abba, baaa, aabba],  
negative example: [b, bb, bab, abb, baba, abab, bbba, aaab, bbaa, ababab]"
(b*(aaa*)*),"positive example: [""b"", ""ba"", ""baa"", ""baaa"", ""aaa"", ""aaaa"", ""baaaa"", ""baaaaa""], negative example: [""a"", ""aa"", ""ab"", ""aba"", ""aab"", ""abaa"", ""abaaa""]"
(a+b)*bbb(a+b)*,"positive example: [abbb, aabbba, bbbab, bbb, aaabbbaa], negative example: [ab, aab, bba, aabb, abab]"
(a|b)*bba(a|b)*|(a|b)*bbb(a|b)*|(a|b)*abb(a|b)*,"positive example: [abba, bbba, abb, bbb, aabba, bbbba, aabb, abbb],  
negative example: [aa, bb, aba, bab, aab, baa, baba, abab]"
1+(0*|1)1,"positive example: [11, 101, 111, 1001, 1101], negative example: [0, 1, 10, 100, 110]"
(ab|ba?)(aa|ab|ba|bb)*,"positive example: [ab, ba, abaa, baaa, abab, babb, abba, bbaa],  
negative example: [a, b, aa, bb, aba, bab, bbba, abbb]"
(ab+ba)?(ab+ba)*(aa+bb+ab+ba)*,"positive example: [ab, ba, abab, baba, abba, baab, aabb, bbaa, abaa, babb], negative example: [a, b, aaab, bbba, abaab, babba, aabab, bbaab, abbaa, bbaab]"
a+|(a*b*),"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""ab"", ""aab"", ""bb"", ""aabb"", """"], negative example: [""ba"", ""c"", ""abc"", ""bac"", ""aabba""]"
a*b*(ab+ba+b)*b*a*,"positive example: [""aabba"", ""bbaa"", ""abab"", ""baba"", ""aaabbb"", ""baaab"", ""abbba"", ""bbaaa""],  
negative example: [""aacb"", ""bbca"", ""abac"", ""babc"", ""aabbc"", ""baabc"", ""abbca"", ""bbaac""]"
aba|b*aaa*,"positive example: [aba, baaa, baaaa, baaaaa, aaa, aaaa], negative example: [ab, ba, bb, aab, baba, abab]"
(ab)*aaa,"positive example: [aaa, abaaa, ababaaa], negative example: [ab, aba, abab]"
0*1(0*|1),"positive example: [1, 01, 001, 10, 100, 11, 011], negative example: [0, 00, 000, 111, 1010, 1100]"
((a)*(ab(bb)+))+,"positive example: [abbb, aabbb, aaabbbbb, abbbabbb, aabbbabbbbb], negative example: [a, ab, abb, aabb, abbbb]"
(ab*baa*b),"positive example: [abbaab, ababaaab, abbbbaaab], negative example: [abab, abba, abbbaab]"
(a|b)*(bba)(a|b)*b,"positive example: [abbaab, bbbaab, abbbab, bbbab], negative example: [aba, baba, aab, bbaba]"
(a*b*)|(b*a*),"positive example: [aaabbb, bbbaaa, a, b, ab, ba, aabb, bbaa], negative example: [aba, bab, aabba, bbaab, abab, baba]"
(a)*(bb+bbb)*(a+b)*,"positive example: [""a"", ""bb"", ""bbb"", ""aabbb"", ""bbba"", ""abba"", ""aaabbba""], negative example: [""b"", ""ba"", ""ab"", ""baba"", ""aaab"", ""bbab""]"
a*b+(bb*|a*)bb*,"positive example: [ab, aab, abb, aabb, aaabbb, bbb, abbb], negative example: [ba, aba, baba, aa, b, a, baa]"
a*|a*b*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""ab"", ""aab"", ""aaab""], negative example: [""ba"", ""aba"", ""aabba"", ""c"", ""ac"", ""abc""]"
(a|b)*b|b(a|b)*,"positive example: [b, ab, ba, bb, aab, aba, baa, bab, abb, bba, bbb], negative example: [a, aa, aaa, aaaa, aaaaa]"
(a|b)*bb*(a|b)*,"positive example: [abbb, aabba, bbba, bbbab, ababba], negative example: [a, b, aba, bab, aaab]"
0*|1*,"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111""], negative example: [""01"", ""10"", ""001"", ""110"", ""010"", ""101""]"
((aa|ab|ba|bb)(aaa)+)*,"positive example: [aa, aaaaa, aabaaaa, bbaaaaaa, aaaaaaabaaaa], negative example: [a, b, aaa, aba, bbaaa]"
b+(aa),"positive example: [baa, bbaa, bbbaa], negative example: [a, aa, b, bb, ab, ba, bba]"
(b|bbb)*,"positive example: [""b"", ""bbb"", ""bbbbbb"", ""bb"", ""bbbb""], negative example: ["""", ""a"", ""bbbbbbbb"", ""bbbbb"", ""baba""]"
