Attempt Regex,DeepSeek Output
(b+(aa))*,"positive example: [bb, bbaa, aabbaa, bbbaa, bbaabbaa], negative example: [a, baba, baaab, abba, bbaabba]"
(aba)*(aaa+aba)(a+b)*(aba)*,"positive example: [abaaaaa, abaaaaaab, abaabaaaa, abaabaabaa, aaaababaa], negative example: [ab, aab, baa, abab, baba]"
00|01|10|11,"positive example:[00,01,10,11],negative example:[0,1,000,111,0101]"
(((a|b)a*b)(a(a|b)a*b)*)?,"positive example: [ ""bab"", ""aab"", ""baabaaab"", ""aabaaab"", ""b"" ], negative example: [ ""aa"", ""bb"", ""aba"", ""baa"", ""abab"" ]"
((1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*)),"positive example: [111, 000, 110101, 010101, 1110110, 0001001], negative example: [1010, 01010, 11001, 00110, 111000, 000111]"
a|baa,"positive example: [a, baa], negative example: [b, aa, ba, aba, aab]"
(0+(1+0)*)|(1+(0+1)*),"positive example: [0, 1, 00, 01, 10, 11, 000, 010, 101, 110, 111, 0010, 1101], negative example: [2, 3, 12, 20, 21, 22, 0112, 1020, 1201]"
a*b+a+a+b+,"positive example: [aabbaab, aaabaaab, bbaabbb], negative example: [aabab, bbaa, aabba]"
(a|bb)*(a|bbb)*(a|bb)*,"positive example: [a, bb, aa, bba, abbb, bbbba, aabbb, bbabbb], negative example: [b, ab, baba, bbbbb, aab, abab, bbbab, ababab]"
a*b(a*bb)*a*,"positive example: [aba, aabba, aaabbbba, bba, abbba], negative example: [ab, b, aaa, bbb, aabaa]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110],  
negative example: [11, 110, 101, 1100, 1010, 1001, 0000, 0110, 10100, 10010, 11000, 11110, 00000, 00101, 01010, 10001, 101000, 100010, 110011, 111001, 000011, 001100, 010001, 100100, 101101, 110101, 111010, 000101, 001010, 010100, 101011, 110110, 111111, 000000, 001001, 010010, 1001010, 1011010, 1100110, 1110101, 0000101, 0010110, 0101010, 1010101, 1101010, 1111010, 0001010, 0010101, 0101011, 1010100, 1101011, 1110100, 0001011, 0010100, 0101010, 10101010, 11010101, 11101010, 00010101, 00101010, 01010101, 10101011, 11010110, 11101011, 00010110, 00101011, 01010110]"
(1(0*1+))*|(0(1*0+))*,"positive example: [ ""101"", ""1101"", ""10001"", ""010"", ""0110"", ""00100"", ""101010"", ""010101"" ],  
negative example: [ ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""1000"", ""0111"", ""1010"", ""0101"" ]"
0+(1+0+)*|1+(0+1+)*,"positive example: [0, 1, 00, 11, 010, 101, 0001, 1110, 00110, 11001],  
negative example: [01, 10, 001, 110, 011, 100, 0101, 1010, 0011, 1100]"
(a*(bbb*)*),"positive example: [""a"", ""aa"", ""ab"", ""abb"", ""aabbb"", ""abbb"", ""aaabbbbb""],  
negative example: [""b"", ""ba"", ""bbba"", ""bab"", ""abab"", ""bbbaba"", ""aabba""]"
b*(aa)*b*,"positive example: [""b"", ""aa"", ""baab"", ""bbaabb"", ""aabaa""], negative example: [""a"", ""aba"", ""baaab"", ""abab"", ""baba""]"
a*(a+bb)*a*,"positive example: [a, aa, aaa, bba, aabba, aabbaa, bbaa, aabbba], negative example: [b, ab, ba, abb, baba, aabab, abab, bbba]"
(11)*,"positive example: ["""", ""11"", ""1111"", ""111111""], negative example: [""1"", ""111"", ""11111"", ""1111111""]"
((a|b)a*ba)*,"positive example: [ababa, aaba, baba, aababa, babaaba], negative example: [aa, bb, ab, ba, aabba]"
0*|1*|(0+1*0+)*|(1+0*1+)(01)*,"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""010"", ""101"", ""0011"", ""1100"", ""0101"", ""1010"", ""000111"", ""111000"", ""010101""],  
negative example: [""01"", ""10"", ""001"", ""110"", ""0110"", ""1001"", ""00110"", ""11001"", ""01010"", ""10101"", ""000011"", ""111100"", ""010110"", ""101001""]"
((bb)|a)*,"positive example: [a, bb, aabb, bba, abba, bbab, aaa, bbb, aabbaa], negative example: [b, ba, aba, baba, abab, bbbba, aaab, bbbab, aabab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011],  
negative example: [11, 110, 101, 1001, 1010, 1100, 0000, 0011, 0110, 10100, 10010, 11000, 00000, 00101, 01010, 01100, 10001, 10111, 11011, 11101, 11110, 00011, 00110, 01001, 01111, 10010, 10101, 11000, 11110, 00000]"
(ab)*(ba)*(ab)*,"positive example: [ab, ba, abab, baba, abba, ababba, ababab, bababa], negative example: [a, b, aba, bab, abb, baa, ababb, baab]"
((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"positive example: [""ab"", ""bb"", ""aab"", ""bbab"", ""abba""], negative example: [""b"", ""a"", ""bbb"", ""aba"", ""baa""]"
a+(baa)*,"positive example: [a, aa, aaa, abaa, aabaa, aabaaabaa, aabaaabaaabaa], negative example: [b, ba, aba, aab, baaa, aaba, aaab, aababaa, aabaabaa]"
(a*b(a*bb)*a*|a*(a*bb)*a*b),"positive example: [ab, abb, aab, aabb, bba, baba, aaabbb, ababba],  
negative example: [ba, bbb, aaa, babaab, ababab, bbaa, aabbaa]"
(011*0)*|(100*1)*,"positive example: [0110, 1001, 0110110, 1001001, 01100110], negative example: [010, 101, 01110, 10001, 011010]"
baa(b),"positive example: [baab, baaab, baaaaab], negative example: [ba, baaa, baaaabb]"
(a*(bb)b*)*,"positive example: [ ""bb"", ""abba"", ""aabbbba"", ""aaaabbb"", ""bbbb"", ""aabbaaabbb"" ], negative example: [ ""a"", ""b"", ""aba"", ""baab"", ""aabab"", ""ababab"" ]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100)|(1000101)|(1000110),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001, 1001010, 1001111, 1001100, 1000101, 1000110],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 11110, 00000, 00101, 01001, 01100, 100001, 101000, 110000, 111100, 000000, 001001, 010001, 011000, 1000000, 1010000, 1100000, 1111000]"
(aa|bb|ab|ba)+aaa,"positive example: [aaaaa, bbaaa, abaaaa, baaaaa], negative example: [aa, bb, ab, ba, aab, bba, aba, baa]"
0*1(11)+,"positive example: [011, 0111, 01111, 00111, 0001111], negative example: [0, 1, 00, 01, 001, 010, 0110, 111, 1111]"
((ba*)(ba*)(ba*))*,"positive example: [ ""bababa"", ""bbabba"", ""bbbbbbb"", ""babababa"", ""baaabaaabaaa"" ], negative example: [ ""a"", ""b"", ""ab"", ""ba"", ""bba"", ""aba"", ""bbab"", ""baab"" ]"
0|1,"positive example:[0,1],negative example:[00,11,01,10]"
a*(bb)*a*b(bb)*a*,"positive example: [""aabbaab"", ""bbabbba"", ""abba"", ""aabbbba"", ""bbbba""], negative example: [""abab"", ""baab"", ""abbba"", ""aabab"", ""bbabab""]"
(0)*,"positive example: [""0"", ""00"", ""000"", """"], negative example: [""1"", ""01"", ""10"", ""001""]"
((01)*0)*,"positive example: [0, 010, 01010, 010010, 01010010], negative example: [1, 011, 0101, 010011, 0101001]"
(a|bb)*(a|bb)*,"positive example: [a, bb, aa, bba, abba, bbaa, aabb, bbb, aabbaa], negative example: [b, ab, ba, bbbba, abab, baba, aabab, bbbab]"
[1]{3},"positive example: [111], negative example: [11, 1, 1111]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 10100, 11000, 11101, 11110, 00000, 00101, 01001, 01100, 10001, 101000, 110101, 111010, 000000, 001001, 010001, 011000, 100001, 1010000, 110000, 1110000]"
(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [""ba"", ""bb"", ""baa"", ""aabaa"", ""baaa"", ""aab"", ""bab"", ""bbbb"", ""ab"", ""abbb""],  
negative example: [""aa"", ""aaa"", ""aba"", ""abab"", ""baba"", ""aaba"", ""baab"", ""abba"", ""bba"", ""babb""]"
(a|b)(a|b)aaa,"positive example:[aaaaa, baaaa, aabaa, bbaaa], negative example:[aaa, aaba, baba, aabba]"
(0*10*|(10*1)*1|1(10*1)*),"positive example: [""0"", ""1"", ""10"", ""01"", ""101"", ""110"", ""010"", ""1010"", ""1101"", ""0101""], negative example: [""00"", ""11"", ""100"", ""011"", ""1100"", ""0011"", ""1011"", ""111"", ""000"", ""1111""]"
((01)*0)*|(101)*1*,"positive example: [ ""0"", ""010"", ""01010"", ""101"", ""1011"", ""101101"" ], negative example: [ ""00"", ""011"", ""0100"", ""1010"", ""1101"", ""10101"" ]"
a*b(aa)+,"positive example: [baa, abaa, aabaa, aaaaabaa], negative example: [b, aa, aab, aaaab, abaaa]"
(a*(bb+bbb)a*)*,"positive example: [""bb"", ""bbb"", ""abba"", ""aabbbaa"", ""bbbb"", ""bbbbbb""],  
negative example: [""a"", ""b"", ""aba"", ""abab"", ""bbbba"", ""abbbaab""]"
(aa|bb|ab|ba)+(a+a+a+),"positive example: [aaaaaaa, bbaaaaa, abbaaaa, baaabaa], negative example: [aa, bb, ab, ba, aab, bba, aba, baa]"
0+(1*0*)(0*1*)0+,"positive example: [00011000, 001100, 00010010, 011000], negative example: [00111, 1100, 1010, 000111]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 10001, 10100, 11000, 11101, 00000, 00101, 01010, 01101, 10010, 10111, 11011, 11110, 00011, 00100, 01001]"
(a|(bb))*b[a]*,"positive example: [ab, bba, bbbbaa, aab, baa], negative example: [a, bb, aaa, b, bbba]"
(a|b)*baa(a*b+),"positive example: [baaab, bbaaab, abbaaab, bbaaabb], negative example: [ba, abba, baaa, aabba]"
(0|(11))*,"positive example: ["""", ""0"", ""11"", ""00"", ""011"", ""110"", ""0011"", ""1100"", ""011011""],  
negative example: [""1"", ""01"", ""10"", ""111"", ""101"", ""0110"", ""1111"", ""0101"", ""1010""]"
(a|bbb)*,"positive example: [a, bbb, abbb, bbba, aabbb, bbbabbb, aaabbb, bbbbbba],  
negative example: [bb, b, ab, bba, abba, bbbab, aab, bbbb]"
1+(0+1)+1*,"positive example: [101, 1101, 11101, 1011, 11011], negative example: [0, 10, 011, 100, 1100]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101],  
negative example: [0, 00, 11, 101, 110, 1001, 1010, 1111, 0000, 0011, 0110, 10000, 11000, 11110, 00000, 00101, 01010, 01100, 101000, 110000, 111100, 000000, 001010, 010100, 011000]"
(1+0*1+)|(0+1*0+),"positive example: [101, 1101, 1001, 0110, 00100, 11101], negative example: [0, 1, 00, 11, 010, 1010, 0001, 1110]"
(1(0|1)*1)|(0(0|1)*0),"positive example:[11, 101, 010, 1001, 0110], negative example:[0, 1, 00, 01, 10, 110, 1010, 0011]"
b*(aaa*)*b*,"positive example: [b, bb, aaa, baaab, baaaaab, baaaaaaab, aaaaaab], negative example: [a, aa, ab, aba, baba, baa, baaaabaa]"
(aaa)|(aba)(a+b)*,"positive example: [aaa, aba, abaa, abab, aaaab, abaaa], negative example: [aa, ab, aab, baa, bb, a]"
a*(ba*ba*b)*a*,"positive example: [""a"", ""aa"", ""aba"", ""aabaa"", ""ababa"", ""aaa"", ""abababa"", ""aababaa""],  
negative example: [""b"", ""bb"", ""bab"", ""abab"", ""baab"", ""bba"", ""babab"", ""abba""]"
0*10*(11)*11,"positive example: [""0111"", ""1011"", ""001011"", ""01011"", ""0001011""], negative example: [""0"", ""1"", ""00"", ""11"", ""011"", ""110""]"
0+(0*1*0*1*)0+,"positive example: [00001010, 0001001, 001010, 01010, 000010],  
negative example: [0011, 0101, 1001, 1100, 1010]"
a*(ba{2}a*),"positive example: [baa, abaaa, aabaa, aaaabaa, baaaa], negative example: [ba, aba, aaba, aaabaa, baaa]"
aaaabab,"positive example: [aaaabab, aaaababaaaabab, aaaababab], negative example: [aaabab, aaaabbab, aaaabaa]"
((0*10*1)*)|0*,"positive example: [""0"", ""1"", ""01"", ""10"", ""001"", ""010"", ""100"", ""101"", ""0001"", ""0010"", ""0100"", ""0101"", ""1000"", ""1001"", ""1010"", ""00001"", ""00010"", ""00100"", ""00101"", ""01000"", ""01001"", ""01010"", ""10000"", ""10001"", ""10010"", ""10100"", ""10101""],  
negative example: [""2"", ""11"", ""110"", ""111"", ""0111"", ""1011"", ""1101"", ""1110"", ""1111"", ""00111"", ""01011"", ""01101"", ""01110"", ""10011"", ""10101"", ""10110"", ""11001"", ""11010"", ""11100"", ""11111""]"
(a*bb+a*)*,"positive example: [bb, abba, aabbaa, bbaa, aabbbaa], negative example: [a, b, aba, baba, abab]"
"b{0,}a{1,}","positive example: [a, ba, bba, bbba, aa, baa, bbaa], negative example: [b, bb, bbb, bbbb, ab, abb, abbb]"
(0?10*10*)*|0*,"positive example: [""0"", ""010"", ""01010"", ""1010"", ""0100"", ""00100""], negative example: [""1"", ""011"", ""1001"", ""10101"", ""00011"", ""1100""]"
((a*)b(a*)b(a*)b(a*))*,"positive example: [""ababab"", ""aabbaabbaabb"", ""bbbb"", ""aaabaaabaaab"", ""b""],  
negative example: [""aaa"", ""aba"", ""bab"", ""abba"", ""baab""]"
(bb)*a,"positive example: [a, bba, bbbba, bbbbba], negative example: [b, bb, bbbb, bbbbb]"
(1+(0+1+)*)|(0+(1+0+)*),"positive example: [1, 10, 01, 100, 110, 011, 1010, 1100, 0011, 1001], negative example: [0, 00, 11, 000, 111, 010, 101, 0000, 1111, 0101]"
(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [aaab, baaa, ba, ab, abbb], negative example: [a, bbb, aba, baaab, abab]"
(bb)*b,"positive example: [b, bbb, bbbbb], negative example: [bb, bbbb, bbbbbb]"
(a|b)*baa+b*b,"positive example: [bbaaab, abbaaab, bbaaabb, aabaaab, bbaaab],  
negative example: [baab, abab, baaa, bbaab, aabaab]"
a*b(a|(bb))*,"positive example: [ba, bbb, abba, aabbba, aabbb],  
negative example: [ab, aab, b, aa, aabb]"
(0|1)((0+)(1+)),"positive example: [0011, 011, 000111, 01], negative example: [10, 110, 0010, 111]"
a+(baa)*|a+,"positive example: [a, aa, aaa, abaa, abaabaa, aabaa], negative example: [b, ab, ba, aab, baaa, abaaba]"
(a|b)*(baa)b,"positive example: [baabaa, abbaa, bbaa], negative example: [aab, bba, aaab]"
(0*0(1+0)+0*)+,"positive example: [0, 00, 0001, 010, 0010, 00010, 000100], negative example: [1, 01, 10, 11, 001, 000, 00011]"
(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example: [110, 100, 10, 01, 111, 000, 101, 011, 010, 001], negative example: [11, 00, 1010, 1100, 1111, 0000, 0101, 0011, 0110, 1001]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example: [""a"", ""bb"", ""aa"", ""abba"", ""bbbb"", ""abbba"", ""aabbaa"", ""bbabba"", ""aabbbbaa"", ""bbbbbb""],  
negative example: [""b"", ""aba"", ""bab"", ""baab"", ""abab"", ""bbaab"", ""ababab"", ""baabba"", ""ababba"", ""bbaaba""]"
(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"positive example: [aba, baaaba, aabaaab, baaaab, aaaaab], negative example: [aa, bb, abab, baba, aabba]"
(a+)|(b+a+),"positive example: [a, aa, baa, baaa, ba], negative example: [b, bb, ab, aba, bab]"
(b*a+)?,"positive example:["""", ""b"", ""a"", ""bbba"", ""baa"", ""aaaa""], negative example:[""c"", ""ab"", ""baab"", ""bca"", ""aabbb""]"
0*|(0*|11)*|(0*10*1(0*|11)*)0*,"positive example: ["""", ""0"", ""00"", ""11"", ""0011"", ""0101"", ""000110"", ""010011"", ""001101""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""1100"", ""1010"", ""00110"", ""01010""]"
(b)(a|bb)*,"positive example: [b, ba, bbb, babb, bbbbb], negative example: [a, bb, ab, baa, bbba]"
(a)+(baa)+|(a)+,"positive example: [""a"", ""aa"", ""aaa"", ""abaa"", ""aabaa"", ""aaaabaa""],  
negative example: [""b"", ""ba"", ""aba"", ""baaa"", ""aab"", ""baaaa""]"
a*(bb)*a*(bb)*a*,"positive example: [""aabbaa"", ""bb"", ""aaaabbbbaa"", ""a"", ""aabbaabbaa""],  
negative example: [""ab"", ""bab"", ""aababbaa"", ""bba"", ""aabbba""]"
[a]*b([a]*b[a]*b[a]*)*,"positive example: [b, ab, aab, abaab, aabab, aabbaab], negative example: [a, aa, aaa, bbb, abba, ababab]"
(a*ba*)(a*bba*)*,"positive example: [ba, aba, aabaa, abba, aabbaa], negative example: [aa, b, abab, baba, aabba]"
1(0|1)*1|0(0|1)*0,"positive example:[11, 1001, 010, 1111, 0000], negative example:[10, 01, 101, 110, 001]"
(ab),"positive example: [ab, abab, ababab], negative example: [a, b, ba, aba, bab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101],  
negative example: [11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11101, 11110, 00000, 00101, 01001, 01100, 10010, 10111, 11011, 11101, 00000, 00110, 01010, 01111, 10001, 10101, 11001, 11101, 00011, 00101, 01010, 01101, 10010, 10101, 11010, 11101, 00011, 00110, 01011, 01110, 10011, 10110, 11011, 11110]"
(a)*bb(a)*,"positive example: [bb, abb, bba, aabbaa, aabba], negative example: [a, b, aba, baba, aaab]"
(0+1*0+)*,"positive example: [""0"", ""00"", ""010"", ""0000"", ""01010""], negative example: [""1"", ""11"", ""101"", ""1111"", ""10101""]"
a*b(ba*b)*a*,"positive example: [""ab"", ""aab"", ""abba"", ""aabbaa"", ""baa""], negative example: [""b"", ""aa"", ""aba"", ""aaba"", ""baab""]"
(aaa)+(aba),"positive example: [aaaaaaba, aaaaba, aaaaaaaaba], negative example: [aaaba, aaaaab, aba]"
(0*(11)*0*)*,"positive example: ["""", ""0"", ""11"", ""0011"", ""1100"", ""001100"", ""000"", ""1111"", ""00111100""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""1101"", ""001101"", ""11101""]"
((a|b)a*ba)|((a|b)a*b)?,"positive example: [aaaba, baba, aba, ba, aab, bba], negative example: [aaa, bbb, abab, a, b, abba]"
a*b(aa)|a*,"positive example: [""aabaa"", ""baa"", ""aaabaa"", ""baaa""], negative example: [""aba"", ""ab"", ""aaa"", ""bb""]"
(ab|aa|bb|ba)a{3},"positive example: [abaaaa, aaaaaa, bbaaaa, baaaaa], negative example: [abaa, aabaa, bbaa, baaa, abaab, aabab, bbaab, baaab]"
