Short Description,regex,Attempt Regex,ChatGPT Output
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 10100, 11000, 11101, 11110, 00000, 00101, 01001, 01100, 10001, 101000, 110101, 111010, 000000, 001001, 010001, 011000, 100001, 1010000, 110000, 1110000]"
Odd number of b's,(a*ba*b)*a*ba*,(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [""ba"", ""bb"", ""baa"", ""aabaa"", ""baaa"", ""aab"", ""bab"", ""bbbb"", ""ab"", ""abbb""],  
negative example: [""aa"", ""aaa"", ""aba"", ""abab"", ""baba"", ""aaba"", ""baab"", ""abba"", ""bba"", ""babb""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaa,"positive example:[aaaaa, baaaa, aabaa, bbaaa], negative example:[aaa, aaba, baba, aabba]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"positive example: [""0"", ""1"", ""10"", ""01"", ""101"", ""110"", ""010"", ""1010"", ""1101"", ""0101""], negative example: [""00"", ""11"", ""100"", ""011"", ""1100"", ""0011"", ""1011"", ""111"", ""000"", ""1111""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*1*,"positive example: [ ""0"", ""010"", ""01010"", ""101"", ""1011"", ""101101"" ], negative example: [ ""00"", ""011"", ""0100"", ""1010"", ""1101"", ""10101"" ]"
Every b followed by two or more a's,(a|baa)*,a*b(aa)+,"positive example: [baa, abaa, aabaa, aaaaabaa], negative example: [b, aa, aab, aaaab, abaaa]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)a*)*,"positive example: [""bb"", ""bbb"", ""abba"", ""aabbbaa"", ""bbbb"", ""bbbbbb""],  
negative example: [""a"", ""b"", ""aba"", ""abab"", ""bbbba"", ""abbbaab""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a+a+a+),"positive example: [aaaaaaa, bbaaaaa, abbaaaa, baaabaa], negative example: [aa, bb, ab, ba, aab, bba, aba, baa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(1*0*)(0*1*)0+,"positive example: [00011000, 001100, 00010010, 011000], negative example: [00111, 1100, 1010, 000111]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 10001, 10100, 11000, 11101, 00000, 00101, 01010, 01101, 10010, 10111, 11011, 11110, 00011, 00100, 01001]"
Odd number of b's,(a*ba*b)*a*ba*,(a|(bb))*b[a]*,"positive example: [ab, bba, bbbbaa, aab, baa], negative example: [a, bb, aaa, b, bbba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa(a*b+),"positive example: [baaab, bbaaab, abbaaab, bbaaabb], negative example: [ba, abba, baaa, aabba]"
An even number of 1's,(0|10*1)*,(0|(11))*,"positive example: ["""", ""0"", ""11"", ""00"", ""011"", ""110"", ""0011"", ""1100"", ""011011""],  
negative example: [""1"", ""01"", ""10"", ""111"", ""101"", ""0110"", ""1111"", ""0101"", ""1010""]"
non isolated 'b',(a|(b*bb))*,(a|bbb)*,"positive example: [a, bbb, abbb, bbba, aabbb, bbbabbb, aaabbb, bbbbbba],  
negative example: [bb, b, ab, bba, abba, bbbab, aab, bbbb]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*,"positive example: [101, 1101, 11101, 1011, 11011], negative example: [0, 10, 011, 100, 1100]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101],  
negative example: [0, 00, 11, 101, 110, 1001, 1010, 1111, 0000, 0011, 0110, 10000, 11000, 11110, 00000, 00101, 01010, 01100, 101000, 110000, 111100, 000000, 001010, 010100, 011000]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"positive example: [101, 1101, 1001, 0110, 00100, 11101], negative example: [0, 1, 00, 11, 010, 1010, 0001, 1110]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0),"positive example:[11, 101, 010, 1001, 0110], negative example:[0, 1, 00, 01, 10, 110, 1010, 0011]"
non isolated 'a',(b|(a*aa))*,b*(aaa*)*b*,"positive example: [b, bb, aaa, baaab, baaaaab, baaaaaaab, aaaaaab], negative example: [a, aa, ab, aba, baba, baa, baaaabaa]"
first and third,a(a|b)a(a|b)*,(aaa)|(aba)(a+b)*,"positive example: [aaa, aba, abaa, abab, aaaab, abaaa], negative example: [aa, ab, aab, baa, bb, a]"
3 | #b,a*(ba*ba*ba*)*,a*(ba*ba*b)*a*,"positive example: [""a"", ""aa"", ""aba"", ""aabaa"", ""ababa"", ""aaa"", ""abababa"", ""aababaa""],  
negative example: [""b"", ""bb"", ""bab"", ""abab"", ""baab"", ""bba"", ""babab"", ""abba""]"
Odd number of 1s,0*10*(10*10*)*,0*10*(11)*11,"positive example: [""0111"", ""1011"", ""001011"", ""01011"", ""0001011""], negative example: [""0"", ""1"", ""00"", ""11"", ""011"", ""110""]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+(0*1*0*1*)0+,"positive example: [00001010, 0001001, 001010, 01010, 000010],  
negative example: [0011, 0101, 1001, 1100, 1010]"
Every b followed by two or more a's,(a|baa)*,a*(ba{2}a*),"positive example: [baa, abaaa, aabaa, aaaabaa, baaaa], negative example: [ba, aba, aaba, aaabaa, baaa]"
contains 'bab',(a|b)*(bab)(a|b)*,aaaabab,"positive example: [aaaabab, aaaababaaaabab, aaaababab], negative example: [aaabab, aaaabbab, aaaabaa]"
An even number of 1's,(0|10*1)*,((0*10*1)*)|0*,"positive example: [""0"", ""1"", ""01"", ""10"", ""001"", ""010"", ""100"", ""101"", ""0001"", ""0010"", ""0100"", ""0101"", ""1000"", ""1001"", ""1010"", ""00001"", ""00010"", ""00100"", ""00101"", ""01000"", ""01001"", ""01010"", ""10000"", ""10001"", ""10010"", ""10100"", ""10101""],  
negative example: [""2"", ""11"", ""110"", ""111"", ""0111"", ""1011"", ""1101"", ""1110"", ""1111"", ""00111"", ""01011"", ""01101"", ""01110"", ""10011"", ""10101"", ""10110"", ""11001"", ""11010"", ""11100"", ""11111""]"
non isolated 'b',(a|(b*bb))*,(a*bb+a*)*,"positive example: [bb, abba, aabbaa, bbaa, aabbbaa], negative example: [a, b, aba, baba, abab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,"b{0,}a{1,}","positive example: [a, ba, bba, bbba, aa, baa, bbaa], negative example: [b, bb, bbb, bbbb, ab, abb, abbb]"
even number of 1's,(0*10*10*)*|0*,(0?10*10*)*|0*,"positive example: [""0"", ""010"", ""01010"", ""1010"", ""0100"", ""00100""], negative example: [""1"", ""011"", ""1001"", ""10101"", ""00011"", ""1100""]"
3 | #b,a*(ba*ba*ba*)*,((a*)b(a*)b(a*)b(a*))*,"positive example: [""ababab"", ""aabbaabbaabb"", ""bbbb"", ""aaabaaabaaab"", ""b""],  
negative example: [""aaa"", ""aba"", ""bab"", ""abba"", ""baab""]"
non isolated 'b',(a|(b*bb))*,(bb)*a,"positive example: [a, bba, bbbba, bbbbba], negative example: [b, bb, bbbb, bbbbb]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0+1+)*)|(0+(1+0+)*),"positive example: [1, 10, 01, 100, 110, 011, 1010, 1100, 0011, 1001], negative example: [0, 00, 11, 000, 111, 010, 101, 0000, 1111, 0101]"
Odd number of b's,(a*ba*b)*a*ba*,(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [aaab, baaa, ba, ab, abbb], negative example: [a, bbb, aba, baaab, abab]"
Odd number of b's,(a*ba*b)*a*ba*,(bb)*b,"positive example: [b, bbb, bbbbb], negative example: [bb, bbbb, bbbbbb]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa+b*b,"positive example: [bbaaab, abbaaab, bbaaabb, aabaaab, bbaaab],  
negative example: [baab, abab, baaa, bbaab, aabaab]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a|(bb))*,"positive example: [ba, bbb, abba, aabbba, aabbb],  
negative example: [ab, aab, b, aa, aabb]"
Length 1 or More,(0|1)(0|1)*,(0|1)((0+)(1+)),"positive example: [0011, 011, 000111, 01], negative example: [10, 110, 0010, 111]"
Every b followed by two or more a's,(a|baa)*,a+(baa)*|a+,"positive example: [a, aa, aaa, abaa, abaabaa, aabaa], negative example: [b, ab, ba, aab, baaa, abaaba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(baa)b,"positive example: [baabaa, abbaa, bbaa], negative example: [aab, bba, aaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*0(1+0)+0*)+,"positive example: [0, 00, 0001, 010, 0010, 00010, 000100], negative example: [1, 01, 10, 11, 001, 000, 00011]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example: [110, 100, 10, 01, 111, 000, 101, 011, 010, 001], negative example: [11, 00, 1010, 1100, 1111, 0000, 0101, 0011, 0110, 1001]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*|a*(bb+)*a*(bb+)*a*,"positive example: [""a"", ""bb"", ""aa"", ""abba"", ""bbbb"", ""abbba"", ""aabbaa"", ""bbabba"", ""aabbbbaa"", ""bbbbbb""],  
negative example: [""b"", ""aba"", ""bab"", ""baab"", ""abab"", ""bbaab"", ""ababab"", ""baabba"", ""ababba"", ""bbaaba""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)*)|((a|b)a*b)|((a|b)aaa*b),"positive example: [aba, baaaba, aabaaab, baaaab, aaaaab], negative example: [aa, bb, abab, baba, aabba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+)|(b+a+),"positive example: [a, aa, baa, baaa, ba], negative example: [b, bb, ab, aba, bab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(b*a+)?,"positive example:["""", ""b"", ""a"", ""bbba"", ""baa"", ""aaaa""], negative example:[""c"", ""ab"", ""baab"", ""bca"", ""aabbb""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1(0*|11)*)0*,"positive example: ["""", ""0"", ""00"", ""11"", ""0011"", ""0101"", ""000110"", ""010011"", ""001101""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""1100"", ""1010"", ""00110"", ""01010""]"
Odd number of b's,(a*ba*b)*a*ba*,(b)(a|bb)*,"positive example: [b, ba, bbb, babb, bbbbb], negative example: [a, bb, ab, baa, bbba]"
Every b followed by two or more a's,(a|baa)*,(a)+(baa)+|(a)+,"positive example: [""a"", ""aa"", ""aaa"", ""abaa"", ""aabaa"", ""aaaabaa""],  
negative example: [""b"", ""ba"", ""aba"", ""baaa"", ""aab"", ""baaaa""]"
non isolated 'b',(a|(b*bb))*,a*(bb)*a*(bb)*a*,"positive example: [""aabbaa"", ""bb"", ""aaaabbbbaa"", ""a"", ""aabbaabbaa""],  
negative example: [""ab"", ""bab"", ""aababbaa"", ""bba"", ""aabbba""]"
Odd number of b's,(a*ba*b)*a*ba*,[a]*b([a]*b[a]*b[a]*)*,"positive example: [b, ab, aab, abaab, aabab, aabbaab], negative example: [a, aa, aaa, bbb, abba, ababab]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*)(a*bba*)*,"positive example: [ba, aba, aabaa, abba, aabbaa], negative example: [aa, b, abab, baba, aabba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0|1)*1|0(0|1)*0,"positive example:[11, 1001, 010, 1111, 0000], negative example:[10, 01, 101, 110, 001]"
At least one a followed by one b,a+b,(ab),"positive example: [ab, abab, ababab], negative example: [a, b, ba, aba, bab]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101],  
negative example: [11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11101, 11110, 00000, 00101, 01001, 01100, 10010, 10111, 11011, 11101, 00000, 00110, 01010, 01111, 10001, 10101, 11001, 11101, 00011, 00101, 01010, 01101, 10010, 10101, 11010, 11101, 00011, 00110, 01011, 01110, 10011, 10110, 11011, 11110]"
non isolated 'b',(a|(b*bb))*,(a)*bb(a)*,"positive example: [bb, abb, bba, aabbaa, aabba], negative example: [a, b, aba, baba, aaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+)*,"positive example: [""0"", ""00"", ""010"", ""0000"", ""01010""], negative example: [""1"", ""11"", ""101"", ""1111"", ""10101""]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba*b)*a*,"positive example: [""ab"", ""aab"", ""abba"", ""aabbaa"", ""baa""], negative example: [""b"", ""aa"", ""aba"", ""aaba"", ""baab""]"
first and third,a(a|b)a(a|b)*,(aaa)+(aba),"positive example: [aaaaaaba, aaaaba, aaaaaaaaba], negative example: [aaaba, aaaaab, aba]"
even number of 1's,(0*10*10*)*|0*,(0*(11)*0*)*,"positive example: ["""", ""0"", ""11"", ""0011"", ""1100"", ""001100"", ""000"", ""1111"", ""00111100""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""1101"", ""001101"", ""11101""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)|((a|b)a*b)?,"positive example: [aaaba, baba, aba, ba, aab, bba], negative example: [aaa, bbb, abab, a, b, abba]"
Every b followed by two or more a's,(a|baa)*,a*b(aa)|a*,"positive example: [""aabaa"", ""baa"", ""aaabaa"", ""baaa""], negative example: [""aba"", ""ab"", ""aaa"", ""bb""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|aa|bb|ba)a{3},"positive example: [abaaaa, aaaaaa, bbaaaa, baaaaa], negative example: [abaa, aabaa, bbaa, baaa, abaab, aabab, bbaab, baaab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)(aaa)+,"positive example:[aaaaaa, abaaaaa, baaaaaa, bbaaaaa], negative example:[aa, ab, ba, bb, aaaa, abaa, baba, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,b(bb)*,"positive example: [b, bbb, bbbbb], negative example: [bb, bbbb, bbbbbb]"
Odd number of b's,(a*ba*b)*a*ba*,a*a(a*ba*ba*)*ba*,"positive example: [""aabaaaba"", ""aaaabaaaba"", ""aababaaaba"", ""aabaaababaaaba""], negative example: [""a"", ""ab"", ""ba"", ""aab"", ""aaba"", ""aabaa"", ""aabaaab""]"
Every b followed by two or more a's,(a|baa)*,"a*b{1}a{2,}","positive example: [aaabaa, baa, aabaa, aaaaaaabaa], negative example: [ab, baaa, aab, aabbaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(bb)*,"positive example: [aba, abba, aabaa, ababaa, aabbba], negative example: [a, b, aa, bb, abab]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*(bb)*a*,"positive example: [""ba"", ""aba"", ""abba"", ""aabaa"", ""ababbaa"", ""bbaa"", ""aabbba""],  
negative example: [""aa"", ""bbb"", ""abab"", ""baba"", ""aab"", ""baab"", ""ababa""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001], negative example: [11, 110, 101, 000, 1001, 1010, 1100, 1111, 10100, 11000, 11110, 10001, 10111, 11011, 11101]"
non isolated 'b',(a|(b*bb))*,(a+bb)*,"positive example: [ε, a, bb, aabba, abbaa, aaaa, bbbb, aabbaabba], negative example: [b, aba, baba, abab, aab, bbba, abbb, ababba]"
even prefix,(ab|ba)*,ba,"positive example:[baa, bab, bac], negative example:[ba, b, a]"
non isolated 'b',(a|(b*bb))*,(bbb+a)*,"positive example: [bbba, bbbba, bbbbbbbbba, bbbabbbba], negative example: [bb, b, bbbaab, bbaa]"
Every b followed by two or more a's,(a|baa)*,baaa*,"positive example: [ba, baaa, baaaaa], negative example: [baaab, baaabaa, baa]"
non isolated 'b',(a|(b*bb))*,((a*bbb*a*))*,"positive example: [abbba, abbbabbba, aabbbaa, bbba, aabbbaabbba], negative example: [abab, baba, aaab, bbaa, aabba]"
even number of 1's,(0*10*10*)*|0*,(0*10*1)*0,"positive example: [""010"", ""01010"", ""0101010"", ""0"", ""0100""], negative example: [""1"", ""011"", ""100"", ""101"", ""110""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaaa*,"positive example: [baaaaa, aaaaaa, baaaaaa], negative example: [aaa, baaa, aabaaa]"
Three Choices (Regex),001|1010|110,001|110,"positive example: [001, 110], negative example: [000, 111, 011, 100, 101, 010]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a)*(bb)*a*,"positive example: [""aba"", ""aabba"", ""bbaa"", ""abbba"", ""aaabbba""], negative example: [""b"", ""abab"", ""aab"", ""bab"", ""bbab""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,b*a*a+,"positive example: [""baa"", ""aa"", ""baaa"", ""aaa"", ""bbbaaaaa""],  
negative example: [""b"", ""ab"", ""aab"", ""ba"", ""bba""]"
non isolated 'b',(a|(b*bb))*,a*b*bbb*a*|a*,"positive example: [""aabbbba"", ""bbb"", ""aabbb"", ""aaaaa"", ""abbbba""],  
negative example: [""abab"", ""baa"", ""abba"", ""bab"", ""aabbaa""]"
Length 1 or More,(0|1)(0|1)*,(1|0),"positive example:[1,0],negative example:[10,01,11,00]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(aaa+),"positive example: [aaabaaa, baaabaaa, abaaaaa], negative example: [aa, bbb, aabaa]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(1*0)*,"positive example: [0, 010, 0100, 0110, 01010], negative example: [1, 00, 011, 0101, 01001]"
non isolated 'b',(a|(b*bb))*,(a*b(b+)a*)*,"positive example: [abba, aabbba, bbaa, aaabbbaa, bba], negative example: [a, b, aba, baba, aababaa]"
Length 1 or More,(0|1)(0|1)*,0+1,"positive example:[01, 001, 0001], negative example:[0, 1, 10, 100]"
Length 1 or More,(0|1)(0|1)*,(01)*(01)+,"positive example: [0101, 010101, 01010101], negative example: [01, 010, 01010]"
first and third,a(a|b)a(a|b)*,(aaa(a+b)*)|(aba(a+b)*),"positive example: [aaaa, aaaab, abaaa, abaab], negative example: [aa, ab, aab, baa]"
Length 1 or More,(0|1)(0|1)*,(0|1)(0*|1*),"positive example: [0, 1, 00, 11, 01, 10, 000, 111, 001, 110], negative example: [2, 012, 102, 021, 120, 201, 210, 0002, 1112, 0123]"
Odd number of 1s,0*10*(10*10*)*,(0*10*|(11)*1|1(11)*),"positive example: [""1"", ""11"", ""101"", ""001"", ""1111"", ""1001"", ""0001"", ""111"", ""0111""], negative example: [""0"", ""00"", ""010"", ""110"", ""1010"", ""0011"", ""0000"", ""0110"", ""1110""]"
even number of 1's,(0*10*10*)*|0*,((0*10*1)*0)*,"positive example: [""0"", ""010"", ""01010"", ""010010"", ""010100"", ""0101010""], negative example: [""1"", ""01"", ""001"", ""0101"", ""01001"", ""010101""]"
non isolated 'b',(a|(b*bb))*,(a?)*(bb)*(a?)*,"positive example: ["""", ""a"", ""bb"", ""aabb"", ""aa"", ""bbbb"", ""abba"", ""aaa"", ""bbbbbb"", ""aabbaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""baba"", ""bab"", ""aab"", ""bba"", ""abab"", ""babb""]"
Every b followed by two or more a's,(a|baa)*,(a)*|((b)(aa))*(a)*|((b)(aa))*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baabaa"", ""aabaa"", ""baaa""],  
negative example: [""ab"", ""aba"", ""ba"", ""bba"", ""baab"", ""baaab"", ""baaaba""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(b|a)*baa(b|a)b,"positive example: [baaab, abbaab, bbaab, aabaaab], negative example: [baab, baaa, abab, baba]"
Every b followed by two or more a's,(a|baa)*,"(a+b?a{2,})*","positive example: [""aaa"", ""baa"", ""aabaa"", ""aaaa"", ""baaaa""], negative example: [""a"", ""b"", ""ab"", ""ba"", ""aba""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|101101,"positive example: [""0"", ""00"", ""11"", ""0110"", ""101101"", ""000"", ""11011"", ""0101"", ""0000110000""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""110"", ""1010"", ""111"", ""0111"", ""1001""]"
Odd number of b's,(a*ba*b)*a*ba*,a*(bb)*ba*,"positive example: [""bbba"", ""abba"", ""aabbba"", ""bba"", ""ba""], negative example: [""bbb"", ""aba"", ""aabbb"", ""bbab"", ""aab""]"
even prefix,(ab|ba)*,(ba)*|(ab)*,"positive example: [ba, baba, ab, abab, babaab, ababba], negative example: [a, b, bb, aa, aba, bab, bba, aab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(ab|ba|aa|bb)+aaa,"positive example: [abaaa, baaaa, aaaaa, bbaaa, abaabaaa], negative example: [ab, ba, aa, bb, abab, baba, aabb, bbaa]"
